planet_name,aliases,period_days,period_err_days,t0_bjd_tdb,t0_err_days,duration_hours,duration_err_hours,depth_ppt,depth_err_ppt,rp_rs,rp_rs_err,model_depth_ppt,a_rs,a_rs_err,inclination_deg,inclination_err_deg,ecc,ecc_err,omega_deg,omega_err_deg,stellar_teff_k,stellar_teff_err_k,stellar_logg,stellar_logg_err,stellar_feh,stellar_feh_err,ra_deg,dec_deg,time_reference,source,notes
"Kepler-1279 b",Kepler1279b;Kepler1279,23.4774101,0.0002445,2454978.35073,0.0089,7.271,0.251,0.1512,0.008,0.0118,0.0013839999999999998,0.13924,26.93,1.9,89.97,,0,,,,6221,104.12,4.26,0.189,0.06,0.1375,288.0955917,40.365909,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-128 b",Kepler128b;Kepler128,15,,2455008.95561,0.00229,4.2108,0.065,0.0742,0.0027,0.008074,0.0002175,0.065189476,27.592,0.511,89.96,,0,,,,6072,75,4.07,0.01,-0.03,0.04,282.4922622,43.9802442,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-128 c",Kepler128c;Kepler128,22.8,,2454986.37812,0.0039,4.9916,0.0986,0.0664,0.0029999999999999996,0.00732,0.00026,0.0535824,35.2,9,89.53,,0.037,0.027999999999999997,,,6072,75,4.07,0.01,-0.03,0.04,282.4922622,43.9802442,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1280 b",Kepler1280b;Kepler1280,66.5579057,0.0007705,2455014.32368,0.00866,10.399,0.265,0.2142,0.010499999999999999,0.013379,0.000493,0.178997641,47.37,6.7,89.69,,0,,,,6227,139.1,4.28,0.184,0.04,0.14400000000000002,293.5738933,45.3844919,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1281 b",Kepler1281b;Kepler1281,3.11602791,1.3E-05,2454966.85446,0.00318,1.909,0.111,0.3452,0.0211,0.018007,0.0007415000000000001,0.32425204899999993,13.389,0.811,89.17,,0,,,,5353,90.03999999999999,4.55,0.056499999999999995,-0.04,0.172,295.3543571,48.5153932,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1282 b",Kepler1282b;Kepler1282,2.131946513,6.865E-06,2454966.65379,0.00287,1.8179,0.0775,0.2694,0.0134,0.015667,0.000592,0.245454889,8.33,0.93,88.66,,0,,,,5504,79.89,4.51,0.08099999999999999,0.01,0.15250000000000002,290.1761688,46.6983036,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1283 b",Kepler1283b;Kepler1283,12.9460978,0.0002185,2454972.4214,0.0109,9.583,0.405,0.1687,0.012700000000000001,0.013669,0.0005785,0.18684156100000002,10.416,0.612,89.4,,0,,,,6175,208.35500000000002,4.31,0.1785,0.04,0.14350000000000002,295.4623336,40.7769335,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1284 b",Kepler1284b;Kepler1284,0.664073806,1.48E-06,2454966.40327,0.00175,1.1019,0.0622,0.2126,0.011999999999999999,0.013539,0.000589,0.18330452100000003,4.702,0.227,82.63,,0,,,,5123,73.16499999999999,4.57,0.041,0.03,0.1725,291.2789549,47.6875766,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1285 b",Kepler1285b;Kepler1285,14.7967458,0.0001134,2454975.73773,0.00571,5.638,0.185,0.056100000000000004,0.0027,0.007466,0.00026199999999999997,0.05574115600000001,19.95,2.4,89.48,,0,,,,6170,64.85,4.3,0.065,0.16,0.0885,281.8353366,44.1558825,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1286 b",Kepler1286b;Kepler1286,11.25402929,6.812E-05,2454969.88902,0.00555,4.679,0.199,0.43339999999999995,0.029199999999999997,0.019944,0.0009025000000000001,0.39776313599999996,18.74,1.9,87.68,,0,,,,5753,76.88,4.45,0.106,0.03,0.14650000000000002,280.2583709,43.8357433,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1287 b",Kepler1287b;Kepler1287,11.47685909,6.466E-05,2454972.62986,0.0049,2.702,0.132,0.2406,0.016800000000000002,0.014544,0.0006905,0.21152793599999997,32.19,4.8,89.87,,0,,,,5715,88.96000000000001,4.48,0.085,-0.05,0.16499999999999998,289.1346298,47.063018,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1288 b",Kepler1288b;Kepler1288,2.76122421,1.477E-05,2454964.61013,0.00416,3.662,0.127,0.0678,0.0040999999999999995,0.007724,0.00028700000000000004,0.059660175999999995,2.56,0.9,87.58,,0,,,,6132,111.87,4.29,0.1735,0.14,0.15,285.7135,41.6058799,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1289 b",Kepler1289b;Kepler1289,7.99019627,5.083E-05,2454965.27183,0.0052,3.274,0.144,0.1659,0.0111,0.012205,0.0005045,0.14896202500000003,6.7,2.8,89.67,,0,,,,6080,256.91,4.35,0.156,0.02,0.14350000000000002,296.388767,41.040509,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-129 b",Kepler129b;Kepler129,15.79,,2455009.82302,0.00130949,7.2772,0.0483,0.2031,0.0029,0.01316,0.00015,0.1731856,16.794,0.338,89.89,,0.01,0.125,,,5770,83,4.08,0.011,0.29,0.1,285.3111845,47.8484775,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-129 c",Kepler129c;Kepler129,82.2,,2455041.78688,0.00257202,10.627,0.1,0.2339,0.005,0.013819,0.000273,0.19096476099999998,59.91,0.131,90,,0.2,0.175,,,5770,83,4.08,0.011,0.29,0.1,285.3111845,47.8484775,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1290 b",Kepler1290b;Kepler1290,4.69500134,4.206E-05,2454966.93999,0.0063,2.963,0.183,0.24,0.018099999999999998,0.014482,0.000747,0.20972832400000002,12.23,1.7,89,,0,,,,5660,111.24000000000001,4.49,0.082,-0.02,0.1525,290.6852287,43.8596155,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1291 b",Kepler1291b;Kepler1291,8.63043276,6.731E-05,2454972.5825,0.00672,3.131,0.162,0.3258,0.025400000000000002,0.018762,0.000934,0.35201264400000004,15.3,7.5,88.03,,0,,,,5216,94.75,4.56,0.0465,-0.04,0.1555,289.3770051,40.0010791,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1292 b",Kepler1292b;Kepler1292,3.27646405,1.548E-05,2454964.97934,0.00437,2.272,0.101,0.323,0.0209,0.018008,0.000755,0.324288064,11.479,0.738,90,,0,,,,5556,70.15,4.49,0.0935,0.08,0.162,284.9057222,43.9491434,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1293 b",Kepler1293b;Kepler1293,5.57654784,4.024E-05,2454969.42771,0.00578,3.745,0.145,0.0581,0.0039,0.007118,0.00029850000000000005,0.05066592400000001,10.47,3.2,87.54,,0,,,,6241,107.36500000000001,4.29,0.1785,0,0.155,290.0258783,48.3359227,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1294 b",Kepler1294b;Kepler1294,115.6862258,0.0008445,2455079.98767,0.0059,4.625,0.142,0.9459,0.051500000000000004,0.029817,0.0010285,0.889053489,190.6,26.4,89.93,,0,,,,5776,144.85,4.46,0.097,-0.03,0.16,291.2681037,44.4881624,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1295 b",Kepler1295b;Kepler1295,3.81371974,2.278E-05,2454965.57103,0.00496,2.005,0.142,0.3322,0.0285,0.016485,0.0009035,0.271755225,14.77,1.4,88.78,,0,,,,5486,85.455,4.51,0.074,0.04,0.1495,291.3978451,45.588553,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1296 b",Kepler1296b;Kepler1296,8.3839865,8.648E-05,2454967.41175,0.00912,4.992,0.243,0.1085,0.0089,0.009725,0.00047999999999999996,0.094575625,12.956,0.869,81.36,,0,,,,5359,109.3,4.55,0.057499999999999996,-0.04,0.161,292.1251038,41.4077928,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1297 b",Kepler1297b;Kepler1297,1.68189002,1.032E-05,2454966.08175,0.0048,3,0.159,0.0832,0.005599999999999999,0.008654,0.0003645,0.07489171600000001,4.338,0.497,84.06,,0,,,,5818,87.83,4.45,0.0975,-0.04,0.1725,289.9564415,47.0203466,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1298 b",Kepler1298b;Kepler1298,7.12811928,4.863E-05,2454969.88305,0.00548,5.614,0.149,0.045399999999999996,0.0022,0.006214,0.000201,0.038613796,9.705,0.82,88.82,,0,,,,6339,64.96000000000001,4,0.11699999999999999,0.13,0.086,284.4227535,49.1061907,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1299 b",Kepler1299b;Kepler1299,19.9400874,0.0001457,2454975.34994,0.00603,4.263,0.196,0.7589,0.047099999999999996,0.029983,0.004332,0.898980289,20,9.6,87.53,,0,,,,5609,111.315,4.5,0.08499999999999999,-0.01,0.1565,286.1501263,37.4113438,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-130 b",Kepler130b;Kepler130,8.457458,3.9E-05,2454972.06666,0.00269,3.248,0.077,0.0834,0.0025,0.00849,0.0002,0.0720801,16.3,2.1,88.36,,0.15,0.14500000000000002,,,5884,75,4.304,0.053,-0.199,0.005,288.4505905,40.2452006,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-130 c",Kepler130c;Kepler130,27.50868,6.5E-05,2455015.1039,,6.1,,0.64,0.009,0.023,0.001,0.5289999999999999,32.6,2.45,89.34,0.485,0,0.035,0,5.445,5879,49.5,4.29,0.065,0.02,0.46,288.4505905,40.2452006,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-130 d",Kepler130d;Kepler130,87.517905,0.000744,2455034.15805,0.00467,1.824,0.235,0.1452,0.0131,0.00901,0.00044,0.08118010000000002,77.2,9.8,89.16,,0.8,0.245,,,5884,75,4.304,0.053,-0.199,0.005,288.4505905,40.2452006,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1300 b",Kepler1300b;Kepler1300,22.2419092,0.0002454,2454977.72514,0.00848,7.255,0.225,0.0649,0.0044,0.007415,0.000313,0.054982224999999996,23.49,2.3,85.08,,0,,,,6130,98.11,4.04,0.1445,0.05,0.08299999999999999,289.0330532,40.0869182,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1301 b",Kepler1301b;Kepler1301,9.08237046,4.331E-05,2454972.65023,0.0045,2.025,0.119,0.2969,0.0218,0.016335,0.0008309999999999999,0.266832225,34.8,5.4,89.56,,0,,,,5188,57.835,4.56,0.045,0.01,0.1515,286.6041816,42.4403309,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1302 b",Kepler1302b;Kepler1302,8.83922659,5.866E-05,2454968.54701,0.00541,1.803,0.169,0.31620000000000004,0.025799999999999997,0.01553,0.0009105,0.2411809,37.88,6,86.88,,0,,,,5236,67.82,4.55,0.0525,0.04,0.1625,290.9892462,50.308064,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1303 b",Kepler1303b;Kepler1303,7.56127224,4.12E-05,2454968.63599,0.00525,2.938,0.15,0.18059999999999998,0.013500000000000002,0.012788,0.0006045,0.16353294400000004,20,2.9,89.27,,0,,,,5771,98.15,4.44,0.1205,0.04,0.14450000000000002,284.287147,42.3555784,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1304 b",Kepler1304b;Kepler1304,16.1288853,0.0001191,2454976.7543,0.00607,5.938,0.382,0.38899999999999996,0.0211,0.025756,0.003563,0.6633715360000001,11.3,1.3,81.65,,0,,,,5259,109.56,4.56,0.0485,-0.05,0.1575,285.2763652,39.4468274,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1305 b",Kepler1305b;Kepler1305,13.5630972,0.0001385,2454973.6532,0.00704,5.632,0.233,0.33640000000000003,0.0252,0.017944,0.000836,0.321987136,18.62,1.7,87.13,,0,,,,5701,156.975,4.47,0.1015,0.01,0.14,297.3394624,46.3472165,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1306 b",Kepler1306b;Kepler1306,16.29595382,7.404E-05,2454966.90933,0.00351,2.129,0.123,0.3696,0.028,0.018477,0.000879,0.341399529,59.32,9.5,89.79,,0,,,,5727,136.75,4.45,0.11900000000000001,0,0.151,294.4783627,46.9458638,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1307 b",Kepler1307b;Kepler1307,18.01621096,9.522E-05,2454978.23823,0.00495,3.996,0.173,0.4995,0.0349,0.021214,0.0008695,0.450033796,34.97,1.3,89.96,,0,,,,5884,90.395,4.39,0.1325,0.06,0.146,292.8698348,46.7418679,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1308 b",Kepler1308b;Kepler1308,2.104338119,4.237E-06,2454966.31479,0.00168,1.1028,0.0654,0.24209999999999998,0.015,0.013882,0.0008155,0.192709924,14.78,2.6,83.39,,0,,,,3468,32.18,4.92,0.035,-0.13,0.076,285.9287514,38.5207097,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1309 b",Kepler1309b;Kepler1309,28.8432647,0.0002652,2454976.82205,0.00719,3.1,0.24,0.7567,0.0588,0.026533,0.0013540000000000002,0.7040000890000001,33.3,16,88.43,,0,,,,5235,127.3,4.56,0.0495,-0.03,0.166,298.7351131,40.7641262,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-131 b",Kepler131b;Kepler131,16.092,,2455003.59795,,2.879,0.0177,0.4354,0.0037,0.021263,,0.45211516900000004,43.51,1.2,89.14,,0,,,,5685,74,4.417,0.08,0.12,0.07,288.5308924,40.942373,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-131 c",Kepler131c;Kepler131,25.5169,,2454987.42342,,5.141,0.174,0.06309999999999999,0.0033,0.007394,,0.054671236000000005,33.9,10.2,89.53,,0,,,,5685,74,4.417,0.08,0.12,0.07,288.5308924,40.942373,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1310 b",Kepler1310b;Kepler1310,0.679336272,7.17E-07,2454965.857331,0.000883,1.1783,0.0327,0.2585,0.007,0.014714,0.000398,0.216501796,4.48,0.19,87.19,,0,,,,5549,130.565,4.51,0.07250000000000001,-0.07,0.16699999999999998,283.9200236,40.7400419,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1311 b",Kepler1311b;Kepler1311,11.1726994,0.0001387,2454973.00554,0.00899,6.007,0.255,0.07680000000000001,0.0047,0.007857,0.0003195,0.061732448999999995,14.283,0.791,87.64,,0,,,,5748,79.78,4.16,0.1585,0.09,0.087,289.6512597,43.8244445,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1311 c",Kepler1311c;Kepler1311,2.53573424,1.018E-05,2454966.0141,0.00351,3.941,0.108,0.06799999999999999,0.0029999999999999996,0.007783,0.00024450000000000003,0.060575089,4.9207,0.0995,89.37,,0,,,,5748,79.78,4.16,0.1585,0.09,0.087,289.6512597,43.8244445,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1311 d",Kepler1311d;Kepler1311,197.5110016,,2455105.385979,0.001083,11.2447,0.0924,2.5756,0.016,0.053468,0.0004285,2.8588270240000004,90.2,4,89.49,,0,,,,5616,107,4.004,0.14750000000000002,0.04,0.15,289.6512597,43.8244445,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1312 b",Kepler1312b;Kepler1312,5.448325286,7.346E-06,2454965.49031,0.00107,2.2251,0.0377,0.5294,0.010499999999999999,0.021086,0.00041850000000000004,0.44461939600000006,19.02,1.4,87.71,,0,,,,5719,65.225,4.51,0.0175,-0.02,0.095,292.9712801,41.0357494,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1312 c",Kepler1312c;Kepler1312,1.116119981,,2454964.8456,0.0014,1.3577,0.0688,0.10919999999999999,0.0067,0.009827,0.0004075,0.09656992900000001,6.36,1.4,82.64,,0,,,,5721,114.5,4.517,0.07,0.02,0.15,292.9712801,41.0357494,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1313 b",Kepler1313b;Kepler1313,3.833091178,5.345E-06,2454964.63409,0.00115,1.372,0.0426,0.46140000000000003,0.0134,0.019496,0.0005105,0.380094016,8.8,3.6,83.58,,0,,,,5453,79.1,4.54,0.0195,0,0.0965,292.388582,42.2332767,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1314 b",Kepler1314b;Kepler1314,5.424749281,3.966E-06,2454966.729098,0.000697,1.1431,0.0213,7.68,0.12200000000000001,0.080376,0.0011285000000000002,6.460301376,39.29,1.1,89.98,,0,,,,4188,102.995,4.68,0.020499999999999997,-0.22,0.07300000000000001,294.2373599,45.1968274,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1315 b",Kepler1315b;Kepler1315,0.84338011,8.21E-07,2454964.966211,0.000802,1.4362,0.0286,0.3433,0.0075,0.016767,0.0004795,0.281132289,4.545,0.337,78.23,,0,,,,4861,97.195,4.6,0.027999999999999997,0.07,0.161,295.8215678,46.0530562,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1315 c",Kepler1315c;Kepler1315,6.566060066,,2454967.4948,0.00204,1.7315,0.0662,0.4024,0.0174,0.018384,0.0006635,0.337971456,20.49,9.5,88.08,,0,,,,4818,136,4.481,0.33149999999999996,0.56,0.175,295.8215678,46.0530562,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1316 b",Kepler1316b;Kepler1316,87.9732136,0.0005231,2455001.28919,0.00477,14.69,0.133,0.8667,0.015399999999999999,0.029203,0.0004745,0.852815209,47.14,0.549,89.98,,0,,,,5884,97.07,4.36,0.10300000000000001,0.03,0.084,298.8358277,40.2930714,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"Kepler-1317 b",Kepler1317b;Kepler1317,0.568874427,6.01E-07,2454965.048841,0.000854,1.2152,0.0307,0.37839999999999996,0.0094,0.01751,0.000433,0.30660010000000004,3.6864,0.015,89.23,,0,,,,5144,76.7,4.57,0.0395,-0.01,0.14450000000000002,291.6118842,42.1159787,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
