planet_name,aliases,period_days,period_err_days,t0_bjd_tdb,t0_err_days,duration_hours,duration_err_hours,depth_ppt,depth_err_ppt,rp_rs,rp_rs_err,model_depth_ppt,a_rs,a_rs_err,inclination_deg,inclination_err_deg,ecc,ecc_err,omega_deg,omega_err_deg,stellar_teff_k,stellar_teff_err_k,stellar_logg,stellar_logg_err,stellar_feh,stellar_feh_err,ra_deg,dec_deg,time_reference,source,notes
"55 Cnc e",55Cnce;55Cnc,0.7365474,1.35E-06,2457063.2096,0.0005,1.5439,0.00265,0.3846733,0.0041906,0.0182,0.0002,0.33124,3.52,0.01,83.59,0.45499999999999996,0.05,0.03,86,32.05,5172,18,4.43,0.02,0.35,0.1,133.1468373,28.3298154,BJD-TDB,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"AU Mic b",AUMicb;AUMic,8.463446,5E-06,2458330.350878,0.0005189999999999999,3.24,0.22,2.49,0.04,0.0499,0.0004,2.49001,17.51,1.1800000000000002,88.39,0.21500000000000002,0.07,0.065,-52,67.9,3540,115,4.37,0.09,0.01,0.06,311.2911369,-31.34245,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"AU Mic c",AUMicc;AUMic,18.859023,2.3E-05,2458342.223325,0.001095,4.29,0.28500000000000003,0.8500000000000001,0.025,0.0291,0.00039999999999999996,0.8468100000000001,29.87,2.01,89.46,0.405,0.18,0.07500000000000001,72.8,54.85,3540,115,4.37,0.09,0.01,0.06,311.2911369,-31.34245,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"BD-14 3065 b",BD143065b;BD143065A,4.2889731,5.2E-06,2459313.48578,0.00076,3.086,0.041,6.49,0.21499999999999997,0.0843,0.0022500000000000003,7.10649,6.01,0.125,80.78,0.27,0.066,0.0104,54,7.55,6935,90,3.85,0.03,-0.34,0.05,153.6696689,-15.6428372,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-1 b",CoRoT1b;CoRoT1,1.5089557,6.4E-06,2454159.4532,0.0001,2.373,0.245,19.2654,0.5829610000000001,0.1388,0.0021,19.26544,4.92,0.08,85.1,0.5,0,,,,5950,150,4.25,0.3,-0.3,0.25,102.0798591,-3.1021394,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-10 b",CoRoT10b;CoRoT10,13.2406,0.0002,2454273.3436,0.0012,2.98,0.06,16.1036,0.96444,0.1269,0.0038,16.103610000000003,31.33,2.15,88.55,0.2,0.53,0.04,218.9,6.4,5075,75,4.65,0.1,0.26,0.07,291.0636813,0.7460143,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-11 b",CoRoT11b;CoRoT11,2.99433,1.1E-05,2454597.679,0.0003,2.5009,0.0144,11.449,0.10700000000000001,0.107,0.0005,11.449,6.89,0.08,83.17,0.15,0,,,,6440,120,4.22,0.23,-0.03,0.08,280.6872998,5.9376586,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-12 b",CoRoT12b;CoRoT12,2.828042,1.3E-05,2454398.62707,0.00036,2.57424,0.02148,17.44,0.395,0.1314,0.0015,17.265959999999996,8.0972,0.22970000000000002,85.48,0.745,0.07,0.052500000000000005,105,58.5,5675,80,4.375,0.0635,0.16,0.1,100.7656871,-1.2964437,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-13 b",CoRoT13b;CoRoT13,4.03519,3E-05,2454790.8091,0.0006,3.14,0.01,11.8504723,1.1095808,0.0909,0.0014,8.262809999999998,10.81,0.32,88.02,0.35,0,,,,5945,90,4.46,0.05,0.01,0.07,102.7211432,-5.0864557,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-14 b",CoRoT14b;CoRoT14,1.51214,0.00013,2454787.6694,0.0053,1.662,0.044,8.55625,0.3515,0.0925,0.0019,8.55625,4.78,0.28,79.6,0.8,0,,,,6035,100,4.35,0.15,0.05,0.15,103.4242023,-5.5360385,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-16 b",CoRoT16b;CoRoT16,5.35227,0.0002,2454923.9138,0.00215,2.39,0.09,10.2,0.935,0.101,0.0046,10.201000000000002,11.2,1.15,85.01,1.0699999999999998,0.33,0.095,168.41,21.88,5650,100,4.36,0.1,0.19,0.06,278.5246658,-6.0026026,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-17 b",CoRoT17b;CoRoT17,3.7681,0.0003,2454923.3093,0.0036,4.72001,0,4.4,,0.066332495807108,,4.4,6.23,0.24,88.34,1.54,0,,0,,5740,80,4.4,0.1,0,0.1,278.699236,-6.612288,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-18 b",CoRoT18b;CoRoT18,1.9000693,2.8E-06,2455321.72412,0.00018,2.387,0.038,25.7170086,0.8435980999999999,0.1341,0.0019,17.982809999999997,6.35,0.4,86.5,1.15,0.08,,,,5440,100,4.4,0.1,-0.1,0.1,98.1724172,-0.0316045,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-19 b",CoRoT19b;CoRoT19,3.89713,2E-05,2455257.44102,0.0006,4.7,0.1,6.3127463,0.2799725,0.0786,0.0004,6.177960000000001,6.7,0.1,88,0.7,0.047,0.045,,,6090,70,4.07,0.03,-0.02,0.1,97.0335983,-0.1707293,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-2 b",CoRoT2b;CoRoT2,1.7429935,1E-06,2454237.53556,0.000205,2.26704,0.0025199999999999997,27.5,0.12,0.1667,0.0006,27.788889999999995,6.7,0.03,88.08,0.16999999999999998,0.0143,0.0076500000000000005,102,11,5625,120,4.53,0.016,0.04,0.05,291.7770457,1.3836634,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-20 b",CoRoT20b;CoRoT20,9.24285,0.0003,2455266.0001,0.0014,2.2248,0.0456,10.879977,1.1305815,0.0842,0.0017,7.089639999999999,18.95,0.6799999999999999,88.21,0.53,0.59,0.02,60.1,2.4,5880,90,4.35,0.125,0.14,0.12,97.7204249,0.2268931,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-21 b",CoRoT21b;CoRoT21,2.72474,0.00014,2454399.0282,0.0009,4.76,,4.489000000000001,0.2412,0.067,0.0018,4.489000000000001,4.6,0.26,86.8,2.1,0,,,,6200,100,3.7,0.1,0,0.1,101.0526207,-0.2991544,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-22 b",CoRoT22b;CoRoT22,9.75598,0.00011,2454598.42014,0.00075,4.492,0.039,1.5421329,0.03809189999999999,0.03927,0.00048499999999999997,1.5421329,17.3,0.935,89.749,0.466,0.077,0.17099999999999999,210,50,5939,87,4.361,0.047,0.17,0.095,280.6671392,6.2191669,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-23 b",CoRoT23b;CoRoT23,3.6313,0.0001,2455308.939,0.001,3.888,0.054,4.502410000000001,0.1342,0.0671,0.001,4.502410000000001,6.85,0.6,85.7,2.05,0.16,0.02,52,9,5900,100,4.3,0.2,0.05,0.1,279.7826586,4.3577516,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-24 b",CoRoT24b;CoRoT24,5.1134,0.0006,2454789.611,0.006,2.85,0.25,1.3689999999999998,0.15539999999999998,0.037,0.0021,1.3689999999999998,10.9,2.8,86.5,2,0,,,,4950,150,4.55,0.15,0.3,0.15,101.922543,-3.7192892,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-24 c",CoRoT24c;CoRoT24,11.759,0.0063,2454795.3803,0.0265,4.8,0.2,2.5000000000000004,0.1,0.05,0.001,2.5000000000000004,18,2.5,89,1.3,0,,,,4950,150,4.55,0.15,0.3,0.15,101.922543,-3.7192892,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-25 b",CoRoT25b;CoRoT25,4.86069,6E-05,2454576.2156,0.0008,1.92,0.065,7.225000000000001,2.38,0.085,0.013999999999999999,7.225000000000001,10.2,0.8,84.5,0.55,0,,,,6040,90,4.31,0.065,-0.01,0.13,280.6296561,6.5138223,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-26 b",CoRoT26b;CoRoT26,4.20474,5E-05,2454573.6299,0.0008,5.47,0.05,5.15524,0.1436,0.0718,0.001,5.15524,6.28,0.265,86.8,1.6,0,,,,5590,100,3.99,0.065,0.01,0.13,279.7504991,6.9697828,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-27 b",CoRoT27b;CoRoT27,3.57532,6E-05,2455748.684,0.001,2.77,0.06,9.801,0.396,0.099,0.002,9.801,9.48,0.85,86.7,1.035,0.065,,,,5900,120,4.4,0.1,-0.1,0.1,278.4958319,5.5383811,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-28 b",CoRoT28b;CoRoT28,5.20851,0.00038,2455755.8466,0.0029,5.7,0.09,3.0360100000000005,0.04408,0.0551,0.0004,3.0360100000000005,7.29,0.16,88.1,0.8,0.047,0.0465,126,100.5,5150,100,3.6,0.2,0.15,0.1,278.6883216,5.5736911,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-29 b",CoRoT29b;CoRoT29,2.85057,6E-06,2455753.115,0.001,2.19,0.04,10.56784,0.88408,0.1028,0.0043,10.56784,9.22,0.19,87.3,2.7,0.082,0.081,87,129.5,5260,100,4.3,0.2,0.2,0.1,278.9020691,6.4795703,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-3 b",CoRoT3b;CoRoT3,4.2568,5E-06,2454283.1383,0.0003,3.384,0.0216,4.398000000000001,0.08750000000000001,0.0663,0.0009,4.39569,7.8,0.4,85.9,0.8,0,,,,6740,140,4.22,0.07,0.14,0.04,292.0552827,0.1218359,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-32 b",CoRoT32b;CoRoT32,6.71837,1E-05,2455901.811,0.0015,2.496,0.192,2.9,0.2,0.054,0.002,2.916,11.69,3.075,89,0.5,,,,,5970,100,4.67,0.095,0,0.2,100.1951714,9.2573953,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-35 b",CoRoT35b;CoRoT35,3.22748,8E-05,2456074.2415,0.0018,4.19,0.08,12.569999999999999,0.34,0.11211601134539169,,12.569999999999999,,,84.1,0.1,0,,,,6390,130,4.01,0.05,-0.5,0.1,289.3143526,-2.7747085,BJD-TDB,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-36 b",CoRoT36b;CoRoT36,5.616531,2.3E-05,2455662.52236,0.00034,4.98,0.07,10.1,0.10999999999999999,0.1004987562112089,,10.1,,,85.83,0.26,0,,,,6730,140,4.16,0.06,-0.1,0.1,277.7510149,7.1833465,BJD-TDB,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-4 b",CoRoT4b;CoRoT4,9.20205,0.00037,2454141.36416,0.00089,4.4317333,0.1887259,13.8123234,0.4210201,0.1047,0.00315,10.96209,17.36,0.15,90,0.0425,0,0.1,,,6190,60,4.41,0.05,0.05,0.07,102.1946233,-0.6727861,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-5 b",CoRoT5b;CoRoT5,4.0378962,1.9E-06,2454400.19885,0.0002,2.9331124,0.1603818,14.610000000000001,0.31,0.1155,0.000835,13.340250000000001,9.54,0.195,85.83,1.185,0.09,0.065,-128.34,168.73499999999999,6100,65,4.19,0.03,-0.25,0.06,101.2772396,0.8152163,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-6 b",CoRoT6b;CoRoT6,8.886593,4E-06,2454595.6144,0.0002,4.08,0.02,13.665610000000001,0.21042,0.1169,0.0009,13.665610000000001,17.94,0.33,89.07,0.3,0.1,,,,6090,70,4.43,0.1,-0.2,0.1,281.0725563,6.6632062,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-7 b",CoRoT7b;CoRoT7,0.85359163,6E-09,2454398.07756,0.000595,1.059,0.026,0.35000000000000003,0.011000000000000001,0.0187,0.0003,0.34969000000000006,4.26,0.21,80.1,0.3,0,,160,140,5275,75,4.5,0.1,0.05,,100.9561682,-1.0630076,,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-8 b",CoRoT8b;CoRoT8,6.21229,3E-05,2454238.9743,0.0004,2.74,0.02,6.51,0.07,0.075,0.001,5.625,17.6,0.4,88.4,0.1,0,,,,5080,80,4.58,0.08,0.3,0.1,291.5885696,1.4262972,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"CoRoT-9 b",CoRoT9b;CoRoT9,95.272656,6.8E-05,2455365.52723,0.00037,8.268,0.0468,15.5,0.5,0.11402,0.0009,13.0005604,89.9,5.9,89.9,0.07500000000000001,0.133,0.0395,41,27.5,5625,80,4.54,0.09,-0.01,0.06,280.7866461,6.2040783,BJD-TDB,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"DS Tuc A b",DSTucAb;DSTucA,8.138268,1.1E-05,2458332.30997,0.00026,3.1764,0.01056,2.9360000000000004,0.026,0.05419,0.00024,2.9365561000000002,20.35,0.49,89.5,0.375,0,,,,5428,80,4.6,0.15,0,,354.9154673,-69.196043,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 201238110 b",EPIC201238110b;EPIC201238110,28.1656,0.00275,2456852.6572,0.0023,3.36,0.228,3.16,0.235,0.0458,0.00215,2.09764,61.5,11.35,,,,,,,3587,157,4.77613,0.006883,,,179.7058532,-3.3894613,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 201595106 b",EPIC201595106b;EPIC201595106,0.87724,4E-05,2457583.04429,0.00157,1.0008,,0.25,0.020579999999999998,0.0147,0.0007,0.21609,5.8,0.85,78.2,0.7,0,,0,,5679,49.5,4.435,0.035,0.01,0.1,183.7203635,1.9681688,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 201833600 c",EPIC201833600c;K250,3.96151,0.000485,2456852.6552,0.0025,2.16,0.156,0.485,0.037000000000000005,0.0168,0.0012,0.28223999999999994,12.4,3,,,,,,,4326,128,4.742,0.05,-0.1132,0.0597,169.483654,5.988289,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 201841433 b",EPIC201841433b;EPIC201841433,4.1698,0.0001,2456811.6359,0.00115,2.4,0.30000000000000004,0.44699999999999995,0.0485,0.0152,0.00035,0.23104000000000002,11.5,3.9000000000000004,89.001,0.5345500000000001,,,,,5053,134.5,4.595,1.4549999999999998,0,,175.206752,6.1348146,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 205950854 c",EPIC205950854c;K2168,8.050722,5.65E-05,2456973.7648,0.00995,3.72,0.3,0.303,0.018,0.01258,0.00066,0.1582564,16.18,0.27,89.81,0.705,,,,,5502.7,75.75,4.46,0.1,-0.13,0.08,333.1100738,-16.3418863,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 206024342 b",EPIC206024342b;EPIC206024342,4.50756,0.00061,2456899.1324,0.00265,2.184,0.156,0.267,0.018500000000000003,0.0147,0.0010999999999999998,0.21609,13.9,3.55,,,,,,,5724,72,4.5,0.1,-0.22,0.06,331.2771441,-14.1218019,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 206024342 c",EPIC206024342c;EPIC206024342,0.911724,7.6E-05,2457016.52991,0.0022500000000000003,1.416,0.132,0.179,0.0165,0.0117,0.00083,0.13689,4.7,0.85,91.7,9,,,,,5724,72,4.5,0.1,-0.22,0.06,331.2771441,-14.1218019,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 206024342 d",EPIC206024342d;EPIC206024342,14.647531,4.1E-06,2456985.47506,0.00315,4.008,0.18,0.872,0.031,0.0217,0.001165,0.47089000000000003,29,4,90,1.5,,,,,5724,72,4.5,0.1,-0.22,0.06,331.2771441,-14.1218019,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 206042996 b",EPIC206042996b;EPIC206042996,5.2986,0.0006,2456989.0462,0.005,3.144,0.612,1.9700000000000002,0.185,0.0303,0.0033,0.91809,16,3.5,90.5,3,,,,,4114,99,4.8,0.05,0.006,0.12,337.5136198,-13.6101475,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 206042996 c",EPIC206042996c;EPIC206042996,0.354884,6.3E-05,2457007.06827,0.00185,1.07,,0.553,0.08697,0.0223,0.00195,0.49729000000000007,2.6,0.5,89.9,15,,,,,4114,99,4.8,0.05,0.006,0.12,337.5136198,-13.6101475,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 206215704 b",EPIC206215704b;EPIC206215704,2.255436,9.1E-05,2457010.0072,0.0017000000000000001,0.984,0.132,2.6900000000000004,0.25,0.0383,0.003,1.46689,17,3.5,89.9,2.5,,,,,3297,73,4.9,0.08,-0.33,0.093,335.0949721,-9.5097112,HJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 206317286 b",EPIC206317286b;EPIC206317286,1.58252,0.00017500000000000003,2457011.3327,0.0024,1.752,0.132,0.3,0.0265,0.0133,0.0013,0.17689,6.1,1.5,,,,,,,4752,138,4.596,0.15,0.019,0.235,337.6178427,-7.972456,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 206317286 c",EPIC206317286c;EPIC206317286,17.515472,0.0026265000000000004,2456977.8215,0.0051,3.936,0.24,0.948,0.057499999999999996,0.0253,0.001,0.6400899999999999,34.54,2.145,,,,,,,4752,138,4.596,0.15,0.019,0.235,337.6178427,-7.972456,JD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 211822797 b",EPIC211822797b;EPIC211822797,21.1701963,6.52E-05,2457144.4052567,0.0022277499999999997,3.576,0.18,1.041,0.065,0.0303,0.00145,0.91809,44.37,6.465,89.73,0.20500000000000002,0.06,0.0923375,0,111.5,4057,38,4.7,0.01,0.2,0.060000000000000005,130.4102091,17.6399744,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
"EPIC 211945201 b",EPIC211945201b;EPIC211945201,19.49221,0.0006595,2457158.82477,0.000855,3.91,0.02,1.7000000000000002,0.000107,0.0379,0.0019,1.4364100000000002,35.63,7.880000000000001,87.9,0.06,0,,90,,6069,90,4.22,0.02,0.1,0.05,136.5741931,19.4020565,BJD,"NASA Exoplanet Archive PSCompPars TAP export","Generated 2026-06-09 19:59:12 UTC with tools/build_exoplanet_catalog_from_nasa.py; pl_trandep converted from percent to ppt; model_depth_ppt uses Rp/Rs^2 when Rp/Rs is available."
