planet_name,aliases,period_days,period_err_days,t0_bjd_tdb,t0_err_days,duration_hours,duration_err_hours,depth_ppt,depth_err_ppt,rp_rs,rp_rs_err,model_depth_ppt,a_rs,a_rs_err,inclination_deg,inclination_err_deg,ecc,ecc_err,omega_deg,omega_err_deg,stellar_teff_k,stellar_teff_err_k,stellar_logg,stellar_logg_err,stellar_feh,stellar_feh_err,ra_deg,dec_deg,time_reference,source,notes,catalogue_type,depth_source,rprs_source,geometry_source,stellar_source,exoclock_priority,exoclock_total_observations,exoclock_recent_observations,exoclock_current_oc_min,exoclock_min_telescope_inches,v_mag,r_mag,gaia_g_mag
LP714-47b,LP71447b,4.0520355,1.7e-06,2458948.94103,0.00022,1.51,,5.602554452477704,,0.0751,,5.602554452477704,15.9,,87.3,,0.04,,90.0,,3950.0,,4.64,,,,64.19000208333334,-12.084015,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,20.0,,-0.74,14.62,12.492,12.104,11.728
LP791-18b,LP79118b,0.948005,5.8e-06,2458645.94405,0.00066,0.6,,4.31950396564118,,0.0604,,4.31950396564118,11.1,,87.3,,0.0,,90.0,,2960.0,,5.12,,,,165.69147625,-16.406190277777775,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,1.0,,0.0,87.56,17.288,15.406,15.072
LP791-18c,LP79118c,4.9899163,2.3e-06,2459115.35992,0.00027,1.21,,19.562305610805296,,0.1238,,19.562305610805296,34.5,,89.55,,0.0,,90.0,,2960.0,,5.12,,,,165.69147625,-16.406190277777775,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,17.0,,-3.61,19.94,17.288,15.406,15.072
LP791-18d,LP79118d,2.753436,1.3e-05,2458772.16211,0.0005,0.93,,3.44791986523163,,0.05192,,3.44791986523163,23.0,,89.34,,0.0,,90.0,,2960.0,,5.12,,,,165.69147625,-16.406190277777775,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,0.0,,0.0,93.53,17.288,15.406,15.072
LTT1445Ab,LTT1445Ab,5.358759,1e-05,2458953.94423,0.00077,1.53,,2.529638660379807,,0.0458,,2.529638660379807,29.6,,89.4,,0.19,,90.0,,3337.0,,4.97,,,,45.46413666666667,-16.593339444444442,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,10.0,,0.0,16.85,10.529,9.364,10.047
LTT1445Ac,LTT1445Ac,3.1239012,3.6e-06,2458899.91066,0.00039,0.42,,0.9390135685154455,,0.0396,,0.9390135685154455,21.56,,87.43,,0.0,,90.0,,3340.0,,4.989996382473231,,,,45.46413666666667,-16.593339444444442,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,7.0,,0.0,71.72,10.529,9.364,10.047
LTT3780b,LTT3780b,0.768448,5.5e-05,2458543.9115,0.0011,0.81,,1.3070134457664473,,0.033,,1.3070134457664473,7.03,,87.1,,0.0,,90.0,,3331.0,,4.9,,,,154.64640416666668,-11.716733611111112,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,2.0,,0.0,97.13,13.14,12.84,11.846
LTT3780c,LTT3780c,12.252247,1.3e-05,2459343.24501,0.00074,1.39,,3.3377707720025906,,0.057,,3.3377707720025906,51.2,,89.18,,0.0,,90.0,,3331.0,,4.9,,,,154.64640416666668,-11.716733611111112,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,8.0,,-2.29,31.89,13.14,12.84,11.846
LTT9779b,LTT9779b,0.79206407,1.3e-07,2459108.25997,0.00012,0.82,,1.6656828153015502,,0.0455,,1.6656828153015502,3.877,,76.39,,0.0,,90.0,,5443.0,,4.35,,,,358.66753041666664,-37.627923055555556,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,86.0,,6.6,31.22,9.76,9.36,9.6
MASCARA-1b,MASCARA1b,2.1487719,1.9e-06,2459815.476045,9.5e-05,4.17,,6.270917681182708,,0.0735,,6.270917681182708,4.187,,87.0,,0.0,,90.0,,7554.0,,4.029,,,,317.55155125,10.738873333333332,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,medium,37.0,,-0.64,5.0,8.27,8.138,8.242
MASCARA-4b,MASCARA4b,2.82406781,5.7e-07,2459567.669406,7.1e-05,3.88,,7.441758014910316,,0.08,,7.441758014910316,5.97,,88.5,,0.0,,90.0,,7800.0,,4.1,,,,147.58000208333334,-66.11385888888888,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,31.0,,0.3,5.0,8.19,8.088,8.174
NGTS-10b,NGTS10b,0.76689338,1.6e-07,2458466.72477,0.00025,1.1,,25.55798760360628,,0.1765,,25.55798760360628,4.45,,79.0,,0.0,,90.0,,4600.0,,4.59,,,,91.87223999999999,-25.59491,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,28.0,,0.11,12.28,14.34,14.2,14.26
NGTS-11b,NGTS11b,35.45533,0.00019,2458390.7043,0.0016,3.6,,10.125811360088498,,0.101,,10.125811360088498,56.0,,89.16,,0.13,,90.0,,5050.0,,4.5,,,,23.5214,-14.419209722222222,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,1.0,,0.0,6.77,12.41,12.18,12.189
NGTS-12b,NGTS12b,7.532735,1.6e-05,2459627.4363,0.0012,5.89,,5.602554452477704,,0.0678,,5.602554452477704,10.28,,88.9,,0.0,,90.0,,5690.0,,4.04,,,,176.25003916666665,-35.64059361111111,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,8.0,,3.98,11.61,12.27,12.25,12.128
NGTS-13b,NGTS13b,4.1190828,6.6e-06,2459643.78617,0.00097,5.28,,5.245299474137766,,0.0656,,5.245299474137766,6.6,,88.7,,0.086,,90.0,,5819.0,,4.04,,,,176.24034791666668,-38.13971138888889,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,medium,12.0,,-2.0,12.95,12.744,12.341,12.569
NGTS-1b,NGTS1b,2.6473082,1.4e-06,2458652.51257,0.00034,1.2,,20.816695399329177,,0.2392,,20.816695399329177,12.2,,85.27,,0.0,,90.0,,3916.0,,4.71,,,,82.71438416666666,-36.63080444444444,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,41.0,,-1.81,19.56,15.57,15.36,14.866
NGTS-24b,NGTS24b,3.4678761,3.3e-06,2458790.73108,0.00092,2.94,,5.538441213163603,,0.0768,,5.538441213163603,6.37,,82.61,,0.0,,90.0,,5820.0,,4.09,,,,168.56389291666665,-37.910135,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,medium,13.0,,-0.53,15.83,13.225,12.817,13.053
NGTS-2b,NGTS2b,4.5111187,3.8e-06,2459292.90773,0.00027,4.65,,11.01888191462541,,0.0962,,11.01888191462541,8.0,,88.5,,0.0,,90.0,,6478.0,,4.2,,,,215.12287083333334,-31.202065833333332,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,14.0,,6.98,5.0,10.961,10.675,10.86
NGTS-5b,NGTS5b,3.35699146,7e-07,2458885.08672,0.00022,2.2,,26.59852499222626,,0.1579,,26.59852499222626,11.11,,86.6,,0.0,,90.0,,4987.0,,4.52,,,,221.05821,5.6053936111111105,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,26.0,,0.64,9.79,13.77,13.6,13.526
NGTS-6b,NGTS6b,0.88205875,2.3e-07,2459047.02418,0.00021,0.96,,13.62058563938795,,0.18,,13.62058563938795,4.784,,78.23,,0.0,,90.0,,4730.0,,4.7,,,,75.79542833333333,-30.39936638888889,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,73.0,,-0.04,13.26,14.12,13.98,13.818
NGTS-8b,NGTS8b,2.4996862,1.1e-06,2459657.40829,0.00041,2.61,,15.426822983985677,,0.114,,15.426822983985677,7.6,,86.9,,0.0,,90.0,,5241.0,,4.41,,,,328.9758254166667,-14.068395833333334,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,33.0,,2.76,9.54,13.72,13.53,13.495
NGTS-9b,NGTS9b,4.4352823,6e-06,2459610.02835,0.00088,2.06,,4.8512541862529845,,0.08,,4.8512541862529845,9.06,,84.1,,0.0,,90.0,,6330.0,,4.37,,,,141.92067041666664,-19.347655277777775,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,17.0,,2.76,19.46,12.8,12.8,12.655
PH2b,PH2b,282.5254595,9.316e-05,2455196.07182,0.000221,10.93,,9.906977297677756,,0.092,,9.906977297677756,176.7,,89.83,,0.41,,90.0,,5629.0,,4.41,,,,289.76359708333337,51.96261361111112,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,0.0,,0.0,6.38,12.73,12.355,12.581
Qatar-10b,Qatar10b,1.64532658,2.5e-07,2459638.208236,5.5e-05,2.77,,18.767328976750374,,0.1265,,18.767328976750374,4.9,,85.87,,0.0,,90.0,,6123.0,,4.36,,,,284.44397375,69.57085166666667,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,407.0,,0.86,6.64,12.868,12.483,12.698
Qatar-1b,Qatar1b,1.420024447,3.1e-08,2457980.733187,3.1e-05,1.66,,23.12274022998373,,0.1463,,23.12274022998373,6.25,,84.08,,0.0,,90.0,,4861.0,,4.54,,,,303.3817399999999,65.16208055555556,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,561.0,,0.238,7.02,12.84,12.65,12.476
Qatar-2b,Qatar2b,1.337116516,5e-08,2457153.928453,2.4e-05,1.84,,34.135953746931676,,0.16327,,34.135953746931676,6.45,,88.99,,0.0,,90.0,,4645.0,,4.6,,,,207.655875,-6.804005277777778,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,93.0,,0.34,9.27,13.3,13.45,13.028
Qatar-3b,Qatar3b,2.50790151,4.8e-07,2457565.78263,0.00015,3.1,,9.277559849231952,,0.0888,,9.277559849231952,6.4,,86.8,,0.0,,90.0,,6007.0,,4.29,,,,359.15201291666665,36.212992500000006,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,40.0,,3.18,9.58,12.88,12.89,12.82
Qatar-4b,Qatar4b,1.80536404,3.1e-07,2459316.76367,0.00011,2.14,,23.140734808375306,,0.138,,23.140734808375306,7.1,,87.5,,0.0,,90.0,,5215.0,,4.53,,,,4.859268749999999,44.027634444444445,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,138.0,,1.03,10.08,13.6,13.68,13.411
Qatar-5b,Qatar5b,2.87929808,3.9e-07,2457941.41097,0.00014,2.9,,13.666009044178251,,0.1061,,13.666009044178251,8.3,,88.7,,0.0,,90.0,,5747.0,,4.43,,,,7.053932083333334,42.06137305555555,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,66.0,,-2.86,7.53,12.82,12.86,12.524
Qatar-6b,Qatar6b,3.50620196,6e-07,2459379.354484,9.3e-05,1.59,,17.96266288855064,,0.151,,17.96266288855064,12.61,,86.01,,0.0,,90.0,,5052.0,,4.64,,,,222.21031833333336,22.152544444444445,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,106.0,,-1.29,5.0,11.5,11.161,11.125
Qatar-7b,Qatar7b,2.03202355,3.6e-07,2458650.89581,0.00015,3.58,,14.555885610685992,,0.11,,14.555885610685992,4.84,,89.0,,0.0,,90.0,,6387.0,,4.2,,,,358.51516208333334,37.02182888888889,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,45.0,,-1.13,7.96,13.03,13.02,12.927
Qatar-8b,Qatar8b,3.7146472,1.6e-06,2459577.82937,0.00013,4.13,,11.283003368503742,,0.1014,,11.283003368503742,6.39,,84.6,,0.0,,90.0,,5738.0,,4.21,,,,157.41294125,70.52712472222223,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,65.0,,1.55,5.0,11.71,11.126,11.349
Qatar-9b,Qatar9b,1.54077557,3.5e-07,2459571.312603,8.9e-05,1.87,,28.488378772317468,,0.1489,,28.488378772317468,7.236,,89.23,,0.0,,90.0,,4309.0,,4.61,,,,160.74830541666665,60.96421083333334,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,low,166.0,,-0.01,10.7,14.023,13.84,13.687
TIC237913194b,TIC237913194b,15.168882,1.3e-05,2459578.16594,0.00044,1.91,,9.824902052339436,,0.1031,,9.824902052339436,29.23,,87.0,,0.575,,90.0,,5788.0,,4.38,,,,22.445652083333332,-60.73995444444444,BJD_TDB,ExoClock planets_json pure,Generated 2026-06-23 19:18:05 UTC with tools/build_exoplanet_catalog_from_exoclock.py; pure ExoClock row; no NASA supplement applied by default; all depths are stored in relative-flux ppt for ExoPhotoCurve. Depth source: ExoClock:depth_r_mmag converted mmag to flux ppt. Rp/Rs source: ExoClock:rp_over_rs. Geometry source: ExoClock JSON.,ExoClock pure,ExoClock:depth_r_mmag converted mmag to flux ppt,ExoClock:rp_over_rs,ExoClock JSON,ExoClock JSON,high,8.0,,6.05,7.62,12.057,12.02,11.937
